Ashok Malhotra ,20,19,4,457,65,30.46,645,70.85,0,1,,4,0,<b>First-class</b>
Ghulam Parkar ,10,10,1,165,42,18.33,332,49.69,0,0,,,4,0
Balwinder Sandhu ,22,7,3,51,16*,12.75,97,52.57,0,0,,5,0,<b>First-class</b>
Maninder Singh ,59,18,14,49,8*,12.25,90,54.44,0,0,1,0,18,0
Thirumalai Sekhar ,4,-,-,-,-,-,-,-,-,-,-,-,0,0
Chetan Sharma ,65,35,16,456,101*,24.00,504,90.47,1,0,31,4,7,0
Raju Kulkarni ,10,5,3,33,15,16.50,39,84.61,0,0,3,0,2,0
Manoj Prabhakar ,130,98,21,1858,106,24.12,3083,60.26,2,11,,27,0,<b>First-class</b>
Ashok Patel ,8,2,0,6,6,3.00,11,54.54,0,0,0,0,1,0
Rajinder Singh Ghai ,6,1,0,1,1,1.00,3,33.33,0,0,0,0,0,0
Kiran More ,94,65,22,563,42*,13.09,808,69.67,0,0,,63,27,<b>First-class</b>
Mohammad Azharuddin ,334,308,54,9378,153*,36.92,12669,74.02,7,58,,156,0,<b>First-class</b>
Sadanand Viswanath ,22,12,4,72,23*,9.00,139,51.79,0,0,5,0,17,7
Lalchand Rajput ,4,4,1,9,8,3.00,31,29.03,0,0,0,0,2,0
Laxman Sivaramakrishnan ,16,4,2,5,2*,2.50,24,20.83,0,0,0,0,7,0
Gopal Sharma ,11,2,0,11,7,5.50,24,45.83,0,0,0,0,2,0
Shivlal Yadav ,7,2,2,1,1*,-,16,6.25,0,0,0,0,1,0
Chandrakant Pandit ,36,23,9,290,33*,20.71,400,72.50,0,0,,,15,15
Raman Lamba ,32,31,2,783,102,27.00,1166,67.15,1,6,,10,0,<b>First-class</b>
R.P.Singh ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Bharat Arun ,4,3,1,21,8,10.50,32,65.62,0,0,2,0,0,0
Navjot Sidhu ,136,127,8,4413,134*,37.08,6329,69.72,6,33,335,44,20,0
Arshad Ayub ,32,17,7,116,31*,11.60,162,71.60,0,0,6,0,5,0
Woorkeri Raman ,27,27,1,617,114,23.73,1109,55.63,1,3,47,5,2,0
Ajay Sharma ,31,27,6,424,59*,20.19,469,90.40,0,3,,,6,0
Sanjeev Sharma ,23,12,4,80,28,10.00,135,59.25,0,0,4,0,7,0
Sanjay Manjrekar ,74,70,10,1994,105,33.23,3101,64.30,1,15,99,10,23,0
Narendra Hirwani ,18,7,3,8,4,2.00,29,27.58,0,0,0,0,2,0
V.B.Chandrasekhar ,7,7,0,88,53,12.57,162,54.32,0,1,11,0,0,0
Rashid Patel ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Margashayam Venkataramana ,1,1,1,0,0*,-,0,-,0,0,0,0,0,0
Robin Singh ,136,113,23,2336,100,25.95,3144,74.30,1,9,,,33,0
Salil Ankola ,20,13,4,34,9,3.77,42,80.95,0,0,1,1,2,0
Vivek Razdan ,3,3,1,23,18,11.50,27,85.18,0,0,3,0,4,0
Sachin Tendulkar ,463,452,41,18426,200*,44.83,21367,86.23,49,96,2016,195,140,0
Venkatapathy Raju ,53,16,8,32,8,4.00,67,47.76,0,0,1,0,8,0
Atul Wassan ,9,6,2,33,16,8.25,56,58.92,0,0,2,0,2,0
Gursharan Singh ,1,1,0,4,4,4.00,10,40.00,0,0,0,0,1,0
Anil Kumble ,271,136,47,938,26,10.53,1536,61.06,0,0,57,6,85,0
Saradindu Mukherjee ,3,1,1,2,2*,-,2,100.00,0,0,0,0,1,0
Vinod Kambli ,104,97,21,2477,106,32.59,3443,71.94,2,14,187,20,15,0
Javagal Srinath ,229,121,38,883,53,10.63,1109,79.62,0,1,62,17,32,0
Pravin Amre ,37,30,5,513,84*,20.52,799,64.20,0,2,28,2,12,0
Subroto Banerjee ,6,5,3,49,25*,24.50,42,116.66,0,0,2,1,3,0
Sourav Ganguly ,311,300,23,11363,183,41.02,15416,73.70,22,72,1122,190,100,0
Ajay Jadeja ,196,179,36,5359,119,37.47,7677,69.80,6,30,366,85,59,0
Vijay Yadav ,19,12,2,118,34*,11.80,116,101.72,0,0,7,2,12,7
Rajesh Chauhan ,35,18,5,132,32,10.15,171,77.19,0,0,5,4,10,0
Nayan Mongia ,140,96,33,1272,69,20.19,1846,68.90,0,2,95,8,110,44
Venkatesh Prasad ,161,63,31,221,19,6.90,367,60.21,0,0,7,5,37,0
Atul Bedade ,13,10,3,158,51,22.57,183,86.33,0,1,11,5,4,0
Bhupinder Singh ,2,1,0,6,6,6.00,13,46.15,0,0,0,0,0,0
Aashish Kapoor ,17,6,0,43,19,7.16,63,68.25,0,0,2,1,1,0
Prashant Vaidya ,4,2,0,15,12,7.50,12,125.00,0,0,2,0,2,0
Utpal Chatterjee ,3,2,1,6,3*,6.00,30,20.00,0,0,0,0,1,0
Rahul Dravid ,344,318,40,10889,153,39.16,15284,71.24,12,83,950,42,196,14
Vikram Rathour ,7,7,0,193,54,27.57,331,58.30,0,2,16,1,4,0
Paras Mhambrey ,3,1,1,7,7*,-,5,140.00,0,0,1,0,0,0
Sunil Joshi ,69,45,11,584,61*,17.17,653,89.43,0,1,47,17,19,0
Sujith Somasunder ,2,2,0,16,9,8.00,63,25.39,0,0,1,0,0,0
Pankaj Dharmani ,1,1,0,8,8,8.00,8,100.00,0,0,0,0,0,0
Saba Karim ,34,27,4,362,55,15.73,560,64.64,0,1,27,2,27,3
Dodda Ganesh ,1,1,0,4,4,4.00,8,50.00,0,0,0,0,0,0
Abey Kuruvilla ,25,11,4,26,7,3.71,43,60.46,0,0,1,1,4,0
Noel David ,4,2,2,9,8*,-,10,90.00,0,0,0,0,0,0
Nilesh Kulkarni ,10,5,3,11,5*,5.50,20,55.00,0,0,0,0,2,0
Harvinder Singh ,16,5,1,6,3*,1.50,19,31.57,0,0,0,0,6,0
Debasis Mohanty ,45,11,6,28,18*,5.60,57,49.12,0,0,1,0,10,0
Sairaj Bahutule ,8,4,1,23,11,7.66,29,79.31,0,0,2,0,3,0
Hrishikesh Kanitkar ,34,27,8,339,57,17.84,512,66.21,0,1,25,1,14,0
Rahul Sanghvi ,10,2,0,8,8,4.00,11,72.72,0,0,0,1,4,0
Ajit Agarkar ,191,113,26,1269,95,14.58,1574,80.62,0,3,103,22,52,0
VVS Laxman ,86,83,7,2338,131,30.76,3282,71.23,6,10,222,4,39,0
Harbhajan Singh ,229,123,33,1190,49,13.22,1478,80.51,0,0,89,34,69,0
Gagan Khoda ,2,2,0,115,89,57.50,185,62.16,0,1,11,0,0,0
Mannava Prasad ,17,11,2,131,63,14.55,225,58.22,0,1,11,0,14,7
Nikhil Chopra ,39,26,6,310,61,15.50,498,62.24,0,1,15,5,16,0
Jatin Paranjpe ,4,4,1,54,27,18.00,91,59.34,0,0,3,1,2,0
Sanjay Raul ,2,2,0,8,8,4.00,14,57.14,0,0,0,0,0,0
Laxmi Shukla ,3,2,0,18,13,9.00,19,94.73,0,0,1,0,1,0
Gyanendra Pandey ,2,2,1,4,4*,4.00,11,36.36,0,0,0,0,0,0
Amay Khurasiya ,12,11,0,149,57,13.54,188,79.25,0,1,14,2,3,0
Sadagoppan Ramesh ,24,24,1,646,82,28.08,1092,59.15,0,6,70,1,3,0
Virender Sehwag ,251,245,9,8273,219,35.05,7929,104.33,15,38,1132,136,93,0
Jacob Martin ,10,8,1,158,39,22.57,331,47.73,0,0,15,0,6,0
Vijay Bharadwaj ,10,9,4,136,41*,27.20,194,70.10,0,0,15,1,4,0
Thirunavukkarasu Kumaran ,8,3,0,19,8,6.33,27,70.37,0,0,2,0,3,0
Devang Gandhi ,3,3,0,49,30,16.33,97,50.51,0,0,8,0,0,0
Sameer Dighe ,23,17,6,256,94*,23.27,421,60.80,0,1,11,2,19,5
Sridharan Sriram ,8,7,1,81,57,13.50,135,60.00,0,1,9,0,1,0
Hemang Badani ,40,36,10,867,100,33.34,1180,73.47,1,4,68,10,13,0
Amit Bhandari ,2,1,1,0,0*,-,0,-,0,0,0,0,0,0
Vijay Dahiya ,19,15,2,216,51,16.61,267,80.89,0,1,18,3,19,5
Zaheer Khan ,200,101,35,792,34*,12.00,1078,73.46,0,0,69,24,43,0
Yuvraj Singh ,293,268,39,8329,139,36.37,9547,87.24,13,51,862,148,93,0
Reetinder Sodhi ,18,14,3,280,67,25.45,381,73.49,0,2,16,6,9,0
Dinesh Mongia ,57,51,7,1230,159*,27.95,1721,71.47,1,4,122,8,21,0
Ashish Nehra ,120,46,21,141,24,5.64,246,57.31,0,0,12,3,18,0
Shiv Sunder Das ,4,4,1,39,30,13.00,77,50.64,0,0,2,1,0,0
Deep Dasgupta ,5,4,1,51,24*,17.00,82,62.19,0,0,6,0,2,1
Ajay Ratra ,12,8,1,90,30,12.85,127,70.86,0,0,8,0,11,5
Sanjay Bangar ,15,15,2,180,57*,13.84,239,75.31,0,1,14,3,4,0
Mohammad Kaif ,125,110,24,2753,111*,32.01,3822,72.03,2,17,228,9,55,0
Sarandeep Singh ,5,4,1,47,19,15.66,73,64.38,0,0,6,0,2,0
Murali Kartik ,37,14,5,126,32*,14.00,178,70.78,0,0,10,1,10,0
Tinu Yohannan ,3,2,2,7,5*,-,11,63.63,0,0,0,0,0,0
Jai Prakash Yadav ,12,7,3,81,69,20.25,123,65.85,0,1,11,1,3,0
Lakshmipathy Balaji ,30,16,6,120,21*,12.00,152,78.94,0,0,8,3,11,0
Parthiv Patel ,38,34,3,736,95,23.74,962,76.50,0,4,79,7,30,9
Gautam Gambhir ,147,143,11,5238,150*,39.68,6144,85.25,11,34,561,17,36,0
Aavishkar Salvi ,4,3,1,4,4*,2.00,14,28.57,0,0,0,0,2,0
Amit Mishra ,21,4,1,14,9,4.66,25,56.00,0,0,1,0,3,0
Abhijit Kale ,1,1,0,10,10,10.00,22,45.45,0,0,1,0,0,0
Irfan Pathan ,120,87,21,1544,83,23.39,1941,79.54,0,5,142,37,21,0
Rohan Gavaskar ,11,10,2,151,54,18.87,234,64.52,0,1,8,2,5,0
Ramesh Powar ,31,19,5,163,54,11.64,260,62.69,0,1,12,2,3,0
Dinesh Karthik ,67,56,11,1263,79,28.06,1715,73.64,0,7,133,12,46,6
MS Dhoni ,243,214,63,8046,183*,53.28,9016,89.24,9,54,625,175,224,80
Joginder Sharma ,4,3,2,35,29*,35.00,30,116.66,0,0,5,0,3,0
Suresh Raina ,189,162,32,4596,116*,35.35,5031,91.35,3,29,391,90,80,0
Venugopal Rao ,16,11,2,218,61*,24.22,363,60.05,0,1,16,3,6,0
RP Singh ,58,20,10,104,23,10.40,242,42.97,0,0,5,1,13,0
Sreesanth ,53,21,10,44,10*,4.00,121,36.36,0,0,2,0,7,0
Munaf Patel ,70,27,16,74,15,6.72,112,66.07,0,0,7,1,11,0
Vikram Singh ,2,1,0,8,8,8.00,13,61.53,0,0,1,0,3,0
Robin Uthappa ,38,34,5,786,86,27.10,855,91.92,0,5,94,16,15,0
Wasim Jaffer ,2,2,0,10,10,5.00,23,43.47,0,0,2,0,0,0
Piyush Chawla ,25,12,5,38,13*,5.42,58,65.51,0,0,3,0,9,0
Rohit Sharma ,119,113,20,3319,209,35.68,4220,78.64,4,21,265,62,39,0
Ishant Sharma ,72,27,13,72,13,5.14,200,36.00,0,0,6,0,16,0
Praveen Kumar ,68,33,12,292,54*,13.90,331,88.21,0,1,25,7,11,0
Manoj Tiwary ,8,8,1,251,104*,35.85,324,77.46,1,1,24,2,3,0
Yusuf Pathan ,57,41,11,810,123*,27.00,713,113.60,2,3,62,43,17,0
Manpreet Gony ,2,-,-,-,-,-,-,-,-,-,-,-,0,0
Pragyan Ojha ,18,10,8,46,16*,23.00,112,41.07,0,0,3,0,7,0
Virat Kohli ,130,123,18,5445,183,51.85,6085,89.48,18,30,529,47,60,0
S Badrinath ,7,6,1,79,27*,15.80,172,45.93,0,0,4,0,2,0
Ravindra Jadeja ,97,66,20,1467,78,31.89,1781,82.36,0,8,117,29,34,0
Abhishek Nayar ,3,1,1,0,0*,-,7,0.00,0,0,0,0,0,0
Sudeep Tyagi ,4,1,1,1,1*,-,2,50.00,0,0,0,0,1,0
Abhimanyu Mithun ,5,3,0,51,24,17.00,55,92.72,0,0,2,4,1,0
Murali Vijay ,14,13,0,253,33,19.46,381,66.40,0,0,30,1,8,0
Ashok Dinda ,13,5,0,21,16,4.20,36,58.33,0,0,1,0,1,0
Vinay Kumar ,31,13,4,86,27*,9.55,146,58.90,0,0,5,2,6,0
Umesh Yadav ,28,10,8,27,11*,13.50,47,57.44,0,0,4,0,5,0
Ravichandran Ashwin ,75,44,12,556,65,17.37,625,88.96,0,1,52,5,19,0
Naman Ojha ,1,1,0,1,1,1.00,7,14.28,0,0,0,0,0,1
Pankaj Singh ,1,1,1,3,3*,-,3,100.00,0,0,0,0,1,0
Shikhar Dhawan ,35,34,2,1312,119,41.00,1431,91.68,5,5,160,11,14,0
Saurabh Tiwary ,3,2,2,49,37*,-,56,87.50,0,0,5,1,2,0
Wriddhiman Saha ,3,1,0,4,4,4.00,5,80.00,0,0,0,0,6,0
Ajinkya Rahane ,23,23,0,513,91,22.30,726,70.66,0,3,50,4,11,0
Varun Aaron ,7,3,2,8,6*,8.00,15,53.33,0,0,1,0,0,0
Rahul Sharma ,4,1,0,1,1,1.00,2,50.00,0,0,0,0,1,0
Bhuvneshwar Kumar ,31,16,5,135,31,12.27,167,80.83,0,0,15,1,11,0
Mohammed Shami ,25,10,5,39,14*,7.80,58,67.24,0,0,1,2,7,0
Ambati Rayudu ,6,5,1,158,63*,39.50,261,60.53,0,1,11,2,0,0
Jaydev Unadkat ,7,-,-,-,-,-,-,-,-,-,-,-,0,0
Cheteshwar Pujara ,2,2,0,13,13,6.50,28,46.42,0,0,2,0,0,0
Mohit Sharma ,5,1,1,0,0*,-,5,0.00,0,0,0,0,1,0
Stuart Binny ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
